loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
1;sobel;main._omp_fn.0;8;sobel.c:21-28;Innermost;12.31;0.31;;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;7.58;0.19;;;;;;;
3;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.12;0;;;;;;;
8;sobel;sort;12;common.c:9-15;Outermost;0.04;0;;;;;;;
