function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
8;sobel;main._omp_fn.0;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-297;65;1.66;0.51;0.58;0.63;24.694679260254;0.049993421882391;8;"100,0,0,0,0,0,0,0,0,0";main._omp_fn.0;
-1;kernel;clear_page_rep;;4.43;0.11;0.01;0.04;0.17;1.5344768762589;0.054051350802183;8;"0,0,0,0,100,0,0,0,0,0";clear_page_rep;
-1;kernel;copy_user_generic_string;;3.75;0.1;0.27;0.27;0.27;0;0;1;"0,0,0,0,100,0,0,0,0,0";copy_user_generic_string;
-1;kernel;_raw_spin_unlock_irqrestore;;3.28;0.08;0;0.03;0.21;2.9293053150177;0.079062603414059;7;"0,0,0,0,96.610169491525,3.3898305084746,0,0,0,0";_raw_spin_unlock_irqrestore;
-1;kernel;do_user_addr_fault;;1.96;0.05;0.01;0.02;0.07;0.50858426094055;0.02164608053863;8;"0,0,0,0,100,0,0,0,0,0";do_user_addr_fault;
-1;kernel;rmqueue_pcplist.constprop.0;;1.93;0.05;0;0.02;0.08;0.95198142528534;0.027213092893362;8;"0,0,0,0,100,0,0,0,0,0";rmqueue_pcplist.constprop.0;
-1;kernel;_raw_spin_unlock_irq;;1.24;0.03;0.09;0.09;0.09;0;0;1;"0,0,0,0,70.786516853933,29.213483146067,0,0,0,0";_raw_spin_unlock_irq;
-1;kernel;crc32c_pcl_intel_update;;0.71;0.02;0.05;0.05;0.05;0;0;1;"0,0,0,0,100,0,0,0,0,0";crc32c_pcl_intel_update;
-1;kernel;free_unref_page_list;;0.64;0.02;0.05;0.05;0.05;0;0;1;"0,0,0,0,71.739130434783,28.260869565217,0,0,0,0";free_unref_page_list;
-1;kernel;fault_in_readable;;0.49;0.01;0.03;0.03;0.03;0;0;1;"0,0,0,0,100,0,0,0,0,0";fault_in_readable;
-1;kernel;__rcu_read_lock;;0.46;0.01;0;0.01;0.03;0.50768089294434;0.014499989338219;4;"0,0,0,0,96.969696969697,3.030303030303,0,0,0,0";__rcu_read_lock;
-1;kernel;__alloc_pages;;0.42;0.01;0;0.01;0.02;0.31193992495537;0.0095393843948841;5;"0,0,0,0,100,0,0,0,0,0";__alloc_pages;
-1;kernel;ext4_fill_raw_inode;;0.35;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";ext4_fill_raw_inode;
-1;kernel;zap_pte_range;;0.35;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";zap_pte_range;
-1;kernel;get_mem_cgroup_from_mm;;0.31;0.01;0;0;0.02;0.19330652058125;0.006055295933038;6;"0,0,0,0,100,0,0,0,0,0";get_mem_cgroup_from_mm;
-1;kernel;filemap_get_read_batch;;0.31;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";filemap_get_read_batch;
-1;kernel;charge_memcg;;0.29;0.01;0;0;0.01;0.17429795861244;0.0033911624923348;6;"0,0,0,0,100,0,0,0,0,0";charge_memcg;
-1;kernel;kmem_cache_alloc;;0.29;0.01;0;0.01;0.02;0.45038390159607;0.013435018248856;2;"0,0,0,0,100,0,0,0,0,0";kmem_cache_alloc;
-1;kernel;__rcu_read_unlock;;0.29;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";__rcu_read_unlock;
-1;kernel;ext4_da_map_blocks.constprop.0;;0.26;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";ext4_da_map_blocks.constprop.0;
-1;kernel;do_anonymous_page;;0.26;0.01;0;0;0.01;0.097301959991455;0.0032513707410544;7;"0,0,0,0,100,0,0,0,0,0";do_anonymous_page;
-1;kernel;node_dirty_ok;;0.26;0.01;0.02;0.02;0.02;0;0;1;"0,0,0,0,100,0,0,0,0,0";node_dirty_ok;
-1;kernel;get_page_from_freelist;;0.24;0.01;0;0;0.01;0.099788531661034;0.003359419060871;7;"0,0,0,0,100,0,0,0,0,0";get_page_from_freelist;
-1;kernel;__mod_lruvec_page_state;;0.22;0.01;0;0;0.01;0.10436972975731;0.0031411226373166;6;"0,0,0,0,100,0,0,0,0,0";__mod_lruvec_page_state;
-1;kernel;rmqueue;;0.22;0.01;0;0;0.01;0.10176927596331;0.003834055038169;5;"0,0,0,0,100,0,0,0,0,0";rmqueue;
-1;kernel;__handle_mm_fault;;0.22;0.01;0;0;0.01;0.078453652560711;0.0032710831146687;5;"0,0,0,0,100,0,0,0,0,0";__handle_mm_fault;
-1;kernel;count_memcg_events.constprop.0;;0.22;0.01;0;0;0;0.14186075329781;0.0014960253611207;7;"0,0,0,0,100,0,0,0,0,0";count_memcg_events.constprop.0;
-1;kernel;_raw_spin_lock;;0.19;0;0;0.01;0.01;0.23595678806305;0.0084852753207088;2;"0,0,0,0,100,0,0,0,0,0";_raw_spin_lock;
-1;kernel;__mem_cgroup_charge;;0.19;0;0;0;0;0.088003993034363;0.0013038394972682;5;"0,0,0,0,100,0,0,0,0,0";__mem_cgroup_charge;
-1;kernel;try_charge_memcg;;0.19;0;0;0;0.01;0.13788206875324;0.004999996162951;4;"0,0,0,0,100,0,0,0,0,0";try_charge_memcg;
-1;kernel;ext4_inode_csum;;0.18;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";ext4_inode_csum;
-1;kernel;folio_add_lru;;0.18;0;0;0;0.01;0.096675023436546;0.0038622072897851;4;"0,0,0,0,100,0,0,0,0,0";folio_add_lru;
-1;kernel;ext4_block_write_begin;;0.17;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";ext4_block_write_begin;
-1;kernel;crypto_shash_update;;0.15;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";crypto_shash_update;
-1;kernel;__dquot_alloc_space;;0.15;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";__dquot_alloc_space;
-1;kernel;kmem_cache_free;;0.15;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";kmem_cache_free;
-1;kernel;memcg_slab_free_hook;;0.15;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";memcg_slab_free_hook;
-1;kernel;xas_load;;0.14;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";xas_load;
-1;kernel;jbd2__journal_start;;0.14;0;0.01;0.01;0.01;0;0;1;"0,0,0,0,100,0,0,0,0,0";jbd2__journal_start;
