block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
81;sobel;sobel.c:21-28;40.09;1.03;0.31;0.36;0.39;15.283207893372;0.032053221017122;8;
84;sobel;sobel.c:204-214;24.62;0.63;0.19;0.22;0.24;9.3647909164429;0.018988704308867;8;
86;sobel;sobel.c:209-214;0.22;0.01;0;0;0;0.12607531249523;0.00075592834036797;7;
90;sobel;sobel.c:209-214;0.04;0;0;0;0;0.0029887047130615;0;3;
83;sobel;sobel.c:204-204;0.03;0;0;0;0;0.0016282487194985;0;2;
134;sobel;common.c:10-10;0.01;0;0;0;0;0;0;1;
