block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
81;sobel;sobel.c:21-28;57.18;0.39;;;;;;;
84;sobel;sobel.c:204-214;33.96;0.23;;;;;;;
86;sobel;sobel.c:209-214;0.44;0;;;;;;;
90;sobel;sobel.c:209-214;0.15;0;;;;;;;
