block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
139;sobel;sobel.c:113-141;55.22;10.99;;;;;;
23;sobel;sobel.c:21-30;28.15;5.6;;;;;;
143;sobel;sobel.c:113-141;1.07;0.21;;;;;;
144;sobel;sobel.c:134-141;0.07;0.01;;;;;;
128;sobel;sobel.c:134-134;0.02;0;;;;;;
140;sobel;sobel.c:134-134;0.02;0;;;;;;
141;sobel;sobel.c:133-133;0.01;0;;;;;;
138;sobel;sobel.c:113-134;0.01;0;;;;;;
142;sobel;sobel.c:134-134;0.01;0;;;;;;
145;sobel;sobel.c:134-141;0.01;0;;;;;;
24;sobel;sobel.c:21-309,rdtsc.h:9-11;0.01;0;;;;;;
