block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;42.73;2.8;;;;;;
80;sobel;sobel.c:204-214;37;2.42;;;;;;
76;sobel;sobel.c:209-214;0.75;0.05;;;;;;
84;sobel;sobel.c:209-214;0.2;0.01;;;;;;
77;sobel;sobel.c:204-214;0.18;0.01;;;;;;
79;sobel;sobel.c:204-204;0.08;0;;;;;;
95;sobel;sobel.c:204-204;0.03;0;;;;;;
73;sobel;sobel.c:204-204;0.02;0;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
83;sobel;sobel.c:209-214;0.02;0;;;;;;
75;sobel;sobel.c:204-313;0.02;0;;;;;;
