block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;46.44;2.78;;;;;;
80;sobel;sobel.c:204-214;41.21;2.46;;;;;;
76;sobel;sobel.c:209-214;0.69;0.04;;;;;;
84;sobel;sobel.c:209-214;0.28;0.02;;;;;;
77;sobel;sobel.c:204-214;0.07;0;;;;;;
81;sobel;sobel.c:204-204;0.03;0;;;;;;
95;sobel;sobel.c:204-204;0.03;0;;;;;;
88;sobel;sobel.c:202-323,rdtsc.h:9-11;0.02;0;;;;;;
73;sobel;sobel.c:204-204;0.02;0;;;;;;
79;sobel;sobel.c:204-204;0.02;0;;;;;;
82;sobel;sobel.c:202-202;0.02;0;;;;;;
75;sobel;sobel.c:204-313;0.02;0;;;;;;
