block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;25.74;2.77;;;;;;
80;sobel;sobel.c:204-214;23.49;2.53;;;;;;
76;sobel;sobel.c:209-214;0.42;0.04;;;;;;
84;sobel;sobel.c:209-214;0.11;0.01;;;;;;
77;sobel;sobel.c:204-214;0.07;0.01;;;;;;
83;sobel;sobel.c:209-214;0.03;0;;;;;;
94;sobel;sobel.c:204-204;0.03;0;;;;;;
86;sobel;sobel.c:204-214;0.02;0;;;;;;
156;sobel;common.c:9-10;0.01;0;;;;;;
79;sobel;sobel.c:204-204;0.01;0;;;;;;
81;sobel;sobel.c:204-204;0.01;0;;;;;;
75;sobel;sobel.c:204-313;0.01;0;;;;;;
