name;time_p;time_s;cpi_ratio;
/scratch/chps/users/user22024/Projet/AOC-Computer-vision/maqao/sobel_v3/binaries/sobel;62.55;6.93;;
kernel;37.3;4.13;;
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0;0.08;0.01;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.06;0.01;;
/usr/lib/x86_64-linux-gnu/ld-2.31.so;0.01;0;;
/usr/lib/x86_64-linux-gnu/libpthread-2.31.so;0.01;0;;
