Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;37.55;62.41;0;17328.71;0.01;0.01;0;0.01;0.02;17.33;0;0.01;
knl07;_ALL;_ALL;37.55;62.41;0;17328.71;0.01;0.01;0;0.01;0.02;17.33;0;0.01;
knl07;384458;_ALL;37.55;62.41;0;17328.71;0.01;0.01;0;0.01;0.02;17.33;0;0.01;
knl07;384458;384458;37.55;62.41;0;17328.71;0.01;0.01;0;0.01;0.02;17.33;0;0.01;
