block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;32.7;5.58;;;;;;
80;sobel;sobel.c:204-214;29.31;5;;;;;;
76;sobel;sobel.c:209-214;0.7;0.12;;;;;;
84;sobel;sobel.c:209-214;0.12;0.02;;;;;;
77;sobel;sobel.c:204-214;0.11;0.02;;;;;;
83;sobel;sobel.c:209-214;0.03;0;;;;;;
95;sobel;sobel.c:204-204;0.02;0;;;;;;
73;sobel;sobel.c:204-204;0.02;0;;;;;;
79;sobel;sobel.c:204-204;0.02;0;;;;;;
81;sobel;sobel.c:204-204;0.01;0;;;;;;
85;sobel;sobel.c:204-214;0.01;0;;;;;;
86;sobel;sobel.c:204-214;0.01;0;;;;;;
147;sobel;common.c:9-10;0.01;0;;;;;;
