block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;32.34;5.6;;;;;;
80;sobel;sobel.c:204-214;29.17;5.05;;;;;;
76;sobel;sobel.c:209-214;0.58;0.1;;;;;;
77;sobel;sobel.c:204-214;0.11;0.02;;;;;;
84;sobel;sobel.c:209-214;0.11;0.02;;;;;;
83;sobel;sobel.c:209-214;0.03;0;;;;;;
79;sobel;sobel.c:204-204;0.02;0;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
95;sobel;sobel.c:204-204;0.02;0;;;;;;
82;sobel;sobel.c:202-202;0.01;0;;;;;;
87;sobel;sobel.c:214-214;0.01;0;;;;;;
75;sobel;sobel.c:204-313;0.01;0;;;;;;
