loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
0;sobel;main._omp_fn.0;8;sobel.c:21-30;Innermost;32.7;5.58;;;;;;
1;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;29.31;5;;;;;;
5;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.83;0.14;;;;;;
4;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.14;0.02;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:202-313;InBetween;0.08;0.01;;;;;;
9;sobel;sort;12;common.c:9-15;Innermost;0.01;0;;;;;;
