loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
2;sobel;convolve_baseline;11;sobel.c:64-65;Innermost;57.72;38.82;38.82;38.82;38.82;0;0;1;
4;sobel;sobel_baseline;12;sobel.c:86-93;Innermost;20.66;13.9;13.9;13.9;13.9;0;0;1;
0;sobel;grayscale_weighted;9;sobel.c:21-30;Single;4.18;2.81;2.81;2.81;2.81;0;0;1;
3;sobel;convolve_baseline;11;sobel.c:63-65;Outermost;0.87;0.58;0.58;0.58;0.58;0;0;1;
7;sobel;sort;14;common.c:9-15;Innermost;0;0;0;0;0;0;0;1;
