block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
23;sobel;sobel.c:21-28;36.98;1.08;1.08;1.08;1.08;0;0;1;
26;sobel;sobel.c:166-176;24.92;0.73;0.73;0.73;0.73;0;0;1;
28;sobel;sobel.c:171-176;0.1;0;0;0;0;0;0;1;
22;sobel;sobel.c:283-283;0.03;0;0;0;0;0;0;1;
33;sobel;sobel.c:166-176;0.03;0;0;0;0;0;0;1;
