block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
23;sobel;sobel.c:21-28;37.32;1.09;;;;;;;
95;sobel;sobel.c:166-177;25.43;0.74;;;;;;;
97;sobel;sobel.c:171-177;0.14;0;;;;;;;
102;sobel;sobel.c:171-177;0.03;0;;;;;;;
